38.625009,38.671875
38.253961,38.281250
37.885346,37.890625
37.519151,37.596899
37.155368,37.209302
36.761251,36.923077
36.402475,36.153846
36.046079,35.769231
35.692052,35.877863
35.340384,35.114504
34.991065,35.227273
34.644085,34.848485
34.299433,34.090909
33.957100,33.712121
33.617076,33.834586
33.279351,33.082707
32.943915,33.208955
32.580583,32.462687
32.249901,32.089552
31.921478,31.851852
31.595304,31.481481
31.271369,31.111111
30.949663,30.882353
30.630178,30.514706
30.312903,30.147059
29.997828,30.291971
29.684945,29.562044
29.374244,29.710145
29.037774,28.985507
28.759349,28.623188
28.427587,28.417266
28.125713,28.057554
27.825974,27.857143
27.528358,27.500000
27.232859,27.142857
26.939466,26.428571
26.648169,26.595745
26.358961,26.241135
26.071832,26.056338
25.760960,25.704225
25.503774,25.352113
25.197388,25.174825
24.918669,24.825175
24.641983,24.125874
24.367321,24.305556
24.094675,23.611111
23.824035,23.793103
23.555393,23.448276
23.288740,23.630137
23.024066,22.945205
22.737580,22.602740
22.500626,22.448980
22.218412,22.108844
21.961749,22.297297
21.707022,21.621622
21.454223,21.283784
21.203343,21.140940
20.954374,20.805369
20.707307,20.666667
20.462134,20.333333
20.218846,20.000000
19.955582,19.867550
19.737893,19.536424
19.478696,19.736842
19.243035,19.078947
19.009217,18.750000
18.777234,18.954248
18.547078,18.300654
18.318740,18.506494
18.092213,17.857143
17.867489,17.532468
17.644560,17.741935
17.393318,17.948718
17.214158,17.307692
16.956628,16.666667
16.751093,17.197452
16.537176,16.560510
16.325005,16.455696
16.114572,16.455696
15.905870,15.822785
15.709180,15.723270
15.493626,15.723270
15.300409,15.094340
15.059578,15.000000
14.898436,14.375000
14.661189,14.285714
14.474954,14.814815
14.279971,14.197531
14.086649,13.580247
13.894980,14.110429
13.704958,13.496933
13.516574,13.414634
13.329821,13.414634
13.155294,12.804878
12.933949,13.333333
12.789922,13.253012
12.571990,12.650602
12.404099,12.048193
12.227123,12.574850
12.051726,11.976048
11.877902,11.904762
11.705642,11.904762
11.534940,11.309524
11.365789,11.242604
11.209021,11.764706
11.006226,11.176471
10.878449,10.588235
10.678903,10.526316
10.528440,10.526316
10.368582,10.465116
10.210225,9.883721
10.053362,9.826590
9.897986,9.826590
9.744091,9.770115
9.591669,9.195402
9.451768,9.714286
9.302291,9.142857
9.154268,9.142857
8.972216,9.090909
8.862553,8.522727
8.694710,8.474576
8.552544,8.988764
8.411797,8.426966
8.272463,7.865169
8.145748,8.379888
7.998006,8.333333
7.874117,7.777778
7.705766,7.777778
7.608032,7.734807
7.525131,7.182320
7.477053,7.692308
7.394883,7.692308
7.347441,7.692308
7.277318,7.142857
7.196270,7.142857
7.115607,7.103825
7.069481,7.103825
7.023646,7.103825
6.944039,6.557377
6.864814,7.065217
6.819939,7.065217
6.775352,6.521739
6.697173,6.521739
6.619372,6.521739
6.575736,6.486486
6.510056,6.486486
6.467040,5.945946
6.390660,6.451613
6.314654,6.451613
6.272577,6.451613
6.230783,5.913978
6.155801,5.913978
6.081190,6.417112
6.040326,6.417112
5.999741,5.882353
5.926145,6.382979
5.864408,5.851064
5.813252,5.851064
5.752215,5.319149
5.713152,5.820106
5.641301,5.820106
5.569813,5.291005
5.531660,5.789474
5.493780,5.789474
5.423286,5.263158
5.353152,5.263158
5.316173,5.263158
5.258277,5.235602
5.210314,5.235602
5.153100,4.712042
5.084671,4.712042
5.049169,4.712042
5.013934,5.208333
4.946478,4.687500
4.879374,4.687500
4.845020,4.663212
4.810930,4.663212
4.744791,4.663212
4.690636,5.154639
4.645783,4.639175
4.592292,4.639175
4.559643,4.123711
4.495162,4.615385
4.431025,4.615385
4.399239,4.615385
4.367709,4.591837
4.304517,4.591837
4.241667,4.081633
4.210991,4.081633
4.160479,4.081633
4.118655,4.060914
4.068790,4.060914
4.007559,3.553299
3.978282,4.040404
3.949256,4.040404
3.888949,4.040404
3.828977,3.535354
3.800786,3.535354
3.772845,4.020101
3.713788,4.020101
3.660943,4.000000
3.633830,4.000000
3.575727,3.500000
3.555035,3.500000
3.497552,3.000000
3.471505,3.482587
3.414636,3.482587
3.389118,3.482587
3.338759,3.465347
3.276925,3.465347
3.258120,2.970297
3.202795,2.970297
3.178609,3.448276
3.123888,2.955665
3.075404,2.955665
3.052017,3.431373
3.028867,2.941176
2.975347,2.941176
2.922146,2.941176
2.899786,2.450980
2.877662,2.926829
2.831259,2.439024
2.779245,2.912621
2.757904,2.912621
2.706477,2.912621
2.691580,2.427184
2.640741,2.427184
2.590213,2.415459
2.570151,2.415459
2.550318,2.415459
2.500640,2.415459
2.481305,2.403846
2.438158,2.403846
2.389367,1.923077
2.370794,2.392344
2.322575,2.392344
2.280626,2.380952
2.262809,2.380952
2.245215,2.380952
2.198136,1.904762
2.151359,1.904762
2.134513,2.369668
2.117888,1.895735
2.077912,2.358491
2.032261,2.358491
2.016377,2.358491
1.971283,1.886792
1.955877,1.886792
1.917324,1.877934
1.873084,1.877934
1.858409,1.869159
1.843950,1.869159
1.806508,1.869159
1.757373,1.869159
1.749634,1.401869
1.707041,1.860465
1.693772,1.395349
1.672710,1.395349
1.680715,1.851852
1.659779,1.851852
1.638915,1.851852
1.624129,1.851852
1.603411,1.851852
1.582765,1.388889
1.591067,1.388889
1.570546,1.388889
1.550097,1.388889
1.529719,1.382488
1.509413,1.382488
1.517958,1.382488
1.497776,1.382488
1.477666,1.382488
1.486348,1.834862
1.443674,1.834862
1.452460,1.376147
1.432616,1.376147
1.412843,1.376147
1.421765,1.376147
1.402115,1.376147
1.382536,0.917431
1.363027,1.369863
1.372136,1.369863
1.352749,1.369863
1.333433,1.369863
1.320210,1.369863
1.323482,1.818182
1.281932,1.363636
1.291328,1.363636
1.272345,1.363636
1.253432,1.363636
1.262961,0.909091
1.244169,0.909091
1.225446,0.909091
1.206793,0.909091
1.188209,1.357466
1.204003,1.357466
1.179509,1.357466
1.167146,0.904977
1.148822,0.904977
1.130567,1.351351
1.140562,1.351351
1.122426,1.351351
1.104359,0.900901
1.114485,0.900901
1.096537,0.900901
1.078657,0.900901
1.066884,0.900901
1.043102,1.345291
1.059497,1.345291
1.041873,0.896861
1.024317,0.896861
1.006830,0.896861
0.989410,0.896861
0.999993,0.448430
0.982691,0.448430
0.965456,0.892857
0.976168,0.892857
0.937237,0.892857
0.942000,0.892857
0.931064,0.892857
0.914149,0.888889
0.925086,0.888889
0.908287,0.888889
0.891556,0.888889
0.874892,0.888889
0.858295,1.327434
0.869455,1.327434
0.852973,1.327434
0.839584,0.884956
0.823236,0.884956
0.834569,0.884956
0.821363,0.884956
0.805196,0.442478
0.816655,0.881057
0.800603,0.881057
0.784617,0.881057
0.771725,0.440529
0.752843,0.440529
0.740084,0.877193
0.751810,0.877193
0.736136,0.877193
0.720527,0.877193
0.708015,0.877193
0.692538,0.438596
0.704481,0.438596
0.689117,0.438596
0.673819,0.873362
0.685885,0.873362
0.670698,0.436681
0.658608,0.436681
0.643552,0.436681
0.628561,0.869565
0.640842,0.869565
0.628995,0.869565
0.614181,0.869565
0.599431,0.434783
0.611879,0.434783
0.597240,0.434783
0.582666,0.434783
0.568156,0.432900
0.556745,0.432900
0.569405,0.432900
0.555069,0.432900
0.540798,0.432900
0.529627,0.862069
0.542451,0.862069
0.528354,0.862069
0.514321,0.431034
0.500351,0.431034
0.486444,0.431034
0.499479,0.431034
0.488718,0.000000
0.474985,0.429185
0.461314,0.429185
0.474511,0.429185
0.460949,0.429185
0.450488,0.429185
0.437052,0.854701
0.450411,0.427350
0.437083,0.427350
0.426857,0.427350
0.410616,0.427350
0.400515,0.000000
0.414079,0.000000
0.401047,0.425532
0.407861,0.425532
0.414682,0.425532
0.394913,0.425532
0.375168,0.425532
0.385067,0.425532
0.365363,0.425532
0.372244,0.425532
0.379131,0.425532
0.359483,0.425532
0.366392,0.847458
0.373308,0.423729
0.353715,0.423729
0.360653,0.423729
0.367598,0.423729
0.348060,0.423729
0.355027,0.423729
0.338570,0.423729
0.345559,0.423729
0.326101,0.000000
0.333111,0.000000
0.340128,0.000000
0.320726,0.000000
0.327764,0.000000
0.334810,0.000000
0.341862,0.000000
0.322529,0.421941
0.329603,0.421941
0.313352,0.421941
0.317406,0.421941
0.301195,0.421941
0.308312,0.421941
0.289099,0.421941
0.296237,0.421941
0.303383,0.000000
0.284224,0.420168
0.291391,0.420168
0.298564,0.420168
0.279460,0.420168
0.289698,0.420168
0.293857,0.420168
0.277850,0.420168
0.285073,0.420168
0.266063,0.000000
0.273308,0.000000
0.254337,0.000000
0.261603,0.000000
0.268875,0.000000
0.276154,0.000000
0.257253,0.000000
0.267597,0.418410
0.245691,0.418410
0.256056,0.418410
0.237234,0.418410
0.244577,0.418410
0.251926,0.418410
0.233157,0.418410
0.240527,0.000000
0.221798,0.000000
0.229190,0.000000
0.236588,0.000000
0.220957,0.000000
0.225331,0.000000
0.235801,0.000000
0.217180,0.000000
0.224627,0.000000
0.206044,0.416667
0.213512,0.416667
0.220986,0.416667
0.202457,0.416667
0.209952,0.416667
0.217454,0.416667
0.200501,0.000000
0.208023,0.000000
0.189587,0.000000
0.198653,0.414938
0.206203,0.414938
0.187820,0.414938
0.195390,0.414938
0.177046,0.414938
0.186161,0.000000
0.192235,0.000000
0.175467,0.000000
0.183086,0.000000
0.164833,0.413223
0.172473,0.413223
0.181642,0.413223
0.163443,0.413223
0.171109,0.413223
0.178782,0.000000
0.160636,0.000000
0.168329,0.000000
0.150221,0.000000
0.159459,0.000000
0.167179,0.000000
0.149124,0.000000
0.156865,0.000000
0.140372,0.000000
0.148134,0.000000
0.155901,0.411523
0.137937,0.411523
0.145726,0.411523
0.153520,0.411523
0.135609,0.000000
0.144948,0.000000
0.127074,0.000000
0.134910,0.000000
0.142752,0.000000
0.126455,0.000000
0.134317,0.409836
0.116534,0.409836
0.124417,0.409836
0.132306,0.000000
0.114575,0.000000
0.122484,0.000000
0.106316,0.000000
0.114245,0.000000
0.122181,0.000000
0.104541,0.000000
0.112496,0.000000
0.096418,0.000000
0.104394,0.000000
0.112376,0.000000
0.094826,0.000000
0.104353,0.408163
0.110836,0.408163
0.094863,0.000000
0.102891,0.000000
0.085430,0.000000
0.102199,0.000000
0.118965,0.000000
0.084764,0.000000
0.101533,0.000000
0.094351,0.000000
0.085649,0.000000
0.102418,0.000000
0.093724,0.000000
0.085035,0.406504
0.076352,0.406504
0.093123,0.406504
0.084447,0.406504
0.075777,0.000000
0.092548,0.000000
0.083885,0.000000
0.075228,0.000000
0.093523,0.000000
0.084874,0.000000
0.076230,0.000000
0.093000,0.000000
0.084364,0.000000
0.075732,0.000000
0.092503,0.000000
0.083879,0.000000
0.100648,0.000000
0.066648,0.000000
0.083420,0.000000
0.076340,0.000000
0.066215,0.000000
0.084512,0.000000
0.075920,0.000000
0.067333,0.000000
0.084105,0.000000
0.075526,0.000000
0.066952,0.000000
0.058384,0.000000
0.075157,0.000000
0.066596,0.000000
0.059566,0.404858
0.074814,0.404858
0.067791,0.404858
0.059249,0.000000
0.076022,0.000000
0.067487,0.000000
0.058957,0.000000
0.075730,0.000000
0.067208,0.000000
0.083980,0.000000
0.075464,0.000000
0.068480,0.000000
0.058451,0.000000
0.051477,0.000000
0.068252,0.000000
0.059761,0.000000
0.051275,0.000000
0.068050,0.000000
0.059572,0.403226
0.051099,0.403226
0.067874,0.403226
0.059408,0.000000
0.052473,0.000000
0.042494,0.000000
0.060795,0.000000
0.052348,0.000000
0.043906,0.000000
0.060682,0.000000
0.052248,0.000000
0.043819,0.000000
0.060595,0.000000
0.052173,0.000000
0.068947,0.000000
0.061295,0.000000
0.052886,0.000000
0.044483,0.000000
0.036848,0.000000
0.053625,0.000000
0.045234,0.000000
0.036849,0.000000
0.053627,0.000000
0.046011,0.000000
0.036876,0.000000
0.054416,0.000000
0.046051,0.000000
0.037691,0.000000
0.054468,0.000000
0.046878,0.000000
0.038531,0.401606
0.030190,0.000000
0.046968,0.000000
0.038634,0.000000
0.030305,0.000000
0.047083,0.000000
0.039525,0.000000
0.056301,0.000000
0.047987,0.000000
0.039678,0.000000
0.032137,0.000000
0.048915,0.000000
0.040619,0.000000
0.032328,0.000000
0.024043,0.000000
0.040822,0.000000
0.032544,0.000000
0.025034,0.000000
0.041813,0.400000
0.033548,0.000000
0.025288,0.000000
0.042830,0.000000
0.034577,0.000000
0.026330,0.000000
0.018088,0.000000
0.034868,0.000000
0.026633,0.000000
0.018404,0.000000
0.035947,0.000000
0.027725,0.000000
0.044504,0.000000
0.036288,0.000000
0.028079,0.000000
0.020638,0.000000
0.037418,0.000000
0.029221,0.000000
0.021029,0.000000
0.013606,0.000000
0.029624,0.000000
0.022208,0.000000
0.014035,0.000000
0.030816,0.000000
0.014259,0.000000
0.022649,0.000000
0.031040,0.000000
