0011110100000000000,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000001,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000010,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000011,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000100,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000101,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000110,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000000111,0011111110000101110,0011111110000100000,0011111110000110,0011111110000100
0011110100000001000,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001001,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001010,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001011,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001100,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001101,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001110,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000001111,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010000,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010001,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010010,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010011,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010100,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010101,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010110,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000010111,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011000,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011001,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011010,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011011,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011100,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011101,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011110,0011111110000101110,0011111110000100001,0011111110000110,0011111110000100
0011110100000011111,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100000,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100001,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100010,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100011,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100100,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100101,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100110,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000100111,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101000,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101001,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101010,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101011,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101100,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101101,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101110,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000101111,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110000,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110001,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110010,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110011,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110100,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110101,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110110,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000110111,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111000,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111001,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111010,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111011,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111100,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111101,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111110,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100000111111,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000000,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000001,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000010,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000011,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000100,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000101,0011111110000101110,0011111110000100010,0011111110000110,0011111110000100
0011110100001000110,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001000111,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001000,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001001,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001010,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001011,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001100,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001101,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001110,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001001111,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010000,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010001,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010010,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010011,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010100,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010101,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010110,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001010111,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011000,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011001,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011010,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011011,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011100,0011111110000101110,0011111110000100011,0011111110000110,0011111110000100
0011110100001011101,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001011110,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001011111,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100000,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100001,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100010,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100011,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100100,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100101,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
0011110100001100110,0011111110000101110,0011111110000100100,0011111110000110,0011111110000100
